SpineBaseX,SpineBaseY,SpineBaseZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ
0.02942854,-0.5917616,1.919233,-0.05743143,-0.5812134,1.886678,-0.1931744,-0.5842822,1.502271,0.1151925,-0.5799709,1.87933,0.2319033,-0.5965912,1.495986
0.02731966,-0.552036,1.922382,-0.05985512,-0.5427246,1.889334,-0.1921517,-0.5766063,1.506525,0.1134739,-0.5404057,1.882548,0.2272472,-0.5903078,1.505369
0.02672032,-0.5173342,1.926031,-0.06097424,-0.5088081,1.89235,-0.1903142,-0.5653876,1.513661,0.1134112,-0.5061808,1.886476,0.2199911,-0.5746773,1.522338
0.02417187,-0.4788815,1.928864,-0.06436655,-0.4697049,1.895417,-0.1850683,-0.548069,1.529097,0.111767,-0.4697465,1.888719,0.2193477,-0.5686672,1.526834
0.02138124,-0.4493327,1.929753,-0.066649,-0.4410653,1.895926,-0.1824144,-0.5298136,1.546784,0.1085909,-0.4404107,1.889719,0.218139,-0.5575308,1.535292
0.01994906,-0.4131769,1.930231,-0.06754893,-0.4042023,1.897384,-0.1784586,-0.5161691,1.562261,0.1067092,-0.4061999,1.888957,0.2172458,-0.5422419,1.549747
0.02061272,-0.3819859,1.928929,-0.06666204,-0.3749106,1.896106,-0.1737925,-0.5031759,1.575401,0.1070985,-0.3743369,1.887361,0.2131034,-0.5168836,1.574718
0.02041636,-0.3504781,1.926502,-0.06668182,-0.3414528,1.894252,-0.1679057,-0.4843786,1.593581,0.1067523,-0.3457989,1.884189,0.2104477,-0.4989084,1.590602
0.0210681,-0.3238579,1.923979,-0.06547037,-0.3163538,1.892196,-0.1655571,-0.4745604,1.599666,0.1067857,-0.3187793,1.880973,0.2095045,-0.4879684,1.596962
0.02104633,-0.2941605,1.920457,-0.06472243,-0.2866655,1.888836,-0.1625711,-0.463094,1.607211,0.1060215,-0.2901418,1.877113,0.2059354,-0.4769631,1.604523
0.02246207,-0.2706199,1.916897,-0.06283011,-0.2642691,1.885463,-0.1580561,-0.4572061,1.615161,0.1068822,-0.2663548,1.873232,0.2009376,-0.4683149,1.610552
0.02437664,-0.2522696,1.91317,-0.06045061,-0.2462373,1.88164,-0.1527004,-0.4545387,1.623311,0.1082648,-0.2483766,1.869507,0.1962186,-0.462707,1.615616
0.02434687,-0.2374873,1.908196,-0.05999358,-0.2308519,1.876828,-0.1452283,-0.4547188,1.630919,0.1077713,-0.2347048,1.864311,0.192257,-0.4597449,1.619793
0.02706036,-0.2257563,1.901843,-0.05672478,-0.2198156,1.870046,-0.138928,-0.4603783,1.641976,0.1098082,-0.2227004,1.85832,0.1868171,-0.4596566,1.624139
0.02736939,-0.2214168,1.898389,-0.05608591,-0.2150037,1.865837,-0.1315841,-0.4682283,1.651815,0.1098141,-0.2189706,1.855535,0.18324,-0.4612752,1.626453
0.03177606,-0.215133,1.889813,-0.0507394,-0.2091681,1.857781,-0.1255005,-0.47384,1.660944,0.1130777,-0.2124415,1.846399,0.1809219,-0.4655657,1.629455
0.03567959,-0.2115651,1.881809,-0.0472446,-0.2055331,1.850741,-0.1150637,-0.4798596,1.667714,0.1172356,-0.2091174,1.837409,0.1784942,-0.4716154,1.631845
0.03794356,-0.2107652,1.879369,-0.04514277,-0.2045626,1.848123,-0.1078203,-0.4799431,1.664701,0.1195467,-0.2085068,1.835174,0.1782398,-0.4727252,1.631383
0.04137517,-0.20933,1.87544,-0.04176455,-0.2024846,1.844552,-0.106534,-0.480428,1.666983,0.1229316,-0.2077515,1.830851,0.1795201,-0.4735312,1.628807
0.05414015,-0.2006441,1.823613,-0.02992188,-0.1933224,1.794426,-0.1052464,-0.4925956,1.682735,0.1359924,-0.1996742,1.777426,0.1813422,-0.4946116,1.631657
0.05666045,-0.1963826,1.819702,-0.02677329,-0.190464,1.792228,-0.08310238,-0.5412952,1.697197,0.1375895,-0.1935462,1.771029,0.1736263,-0.5281656,1.642288
0.05954577,-0.1939737,1.817686,-0.0228006,-0.1884986,1.79121,-0.08232803,-0.5412935,1.697444,0.1395298,-0.1907959,1.768091,0.1739092,-0.5285581,1.64238
0.06288017,-0.1918688,1.816076,-0.01836579,-0.1866597,1.790622,-0.08031218,-0.5429316,1.698525,0.1418792,-0.1885781,1.765638,0.1745602,-0.5290164,1.642612
0.06602698,-0.1907248,1.815447,-0.01331029,-0.185858,1.791916,-0.0767348,-0.5448003,1.700435,0.1439868,-0.1870815,1.763444,0.1758985,-0.5304143,1.642915
0.06882226,-0.1903231,1.815047,-0.008487836,-0.1863223,1.793861,-0.06947773,-0.5488,1.704432,0.1457715,-0.18602,1.76111,0.1778442,-0.5326605,1.643447
0.07148585,-0.1900738,1.815108,-0.002587061,-0.1872603,1.796456,-0.06229904,-0.5597293,1.710947,0.1465539,-0.185209,1.759829,0.1796158,-0.5350823,1.644867
0.07376958,-0.1897458,1.814856,0.002473235,-0.1881112,1.79729,-0.05596193,-0.5761502,1.717882,0.1468276,-0.1841521,1.758693,0.1834109,-0.5508485,1.648811
0.07804398,-0.1858666,1.814766,0.01282329,-0.1841077,1.801181,-0.05545777,-0.5821644,1.724213,0.1464603,-0.1786023,1.754955,0.1835566,-0.5517274,1.649567
0.08036246,-0.1843944,1.814651,0.01724848,-0.1832145,1.80223,-0.05675893,-0.585547,1.730597,0.1462205,-0.1768437,1.753607,0.1836258,-0.551144,1.650721
0.08144596,-0.184425,1.814932,0.02025705,-0.1841248,1.803127,-0.05829028,-0.5885006,1.739224,0.1459432,-0.1766672,1.753481,0.1833262,-0.5508999,1.651326
0.08286664,-0.1865354,1.81583,0.02379441,-0.1884474,1.804497,-0.06155873,-0.5952432,1.750857,0.1452138,-0.1775099,1.753753,0.1828448,-0.5511252,1.652051
0.08996237,-0.2240961,1.815067,0.02955215,-0.2326049,1.801041,-0.06251449,-0.5995177,1.75997,0.1478715,-0.2060395,1.753956,0.1823243,-0.5535469,1.651991
0.08912665,-0.2298989,1.814403,0.02872537,-0.2362204,1.801201,-0.06167641,-0.6005033,1.77055,0.1466526,-0.2146635,1.752107,0.1799784,-0.5651767,1.650887
0.0870892,-0.2343201,1.813696,0.02614702,-0.2395338,1.801582,-0.05702325,-0.5955665,1.781132,0.1450154,-0.2202197,1.750217,0.1776572,-0.5653948,1.650447
0.085103,-0.236816,1.813979,0.02351436,-0.2420795,1.80306,-0.05442274,-0.5949625,1.788366,0.1434098,-0.2225546,1.749634,0.174073,-0.5774282,1.650034
0.08285378,-0.2380753,1.813851,0.021263,-0.2431143,1.804187,-0.0531235,-0.5961514,1.791287,0.1407536,-0.2240683,1.748131,0.1703253,-0.5727136,1.649636
0.0799504,-0.2403179,1.814039,0.01888559,-0.2456313,1.805184,-0.05220572,-0.5969089,1.79362,0.1375314,-0.2256784,1.747636,0.1673173,-0.5893046,1.649008
0.07814431,-0.242417,1.813748,0.01761741,-0.2479959,1.804525,-0.052791,-0.5994881,1.794303,0.1352958,-0.2273124,1.747769,0.166709,-0.5911863,1.64853
0.0773557,-0.2439485,1.813358,0.01708077,-0.2503092,1.802658,-0.05392125,-0.6009195,1.794177,0.1341812,-0.2284921,1.748439,0.1662597,-0.5917219,1.648423
0.07159008,-0.2306596,1.815309,0.01521403,-0.2379269,1.804792,-0.05602936,-0.6030982,1.793052,0.1237586,-0.2131916,1.750579,0.1660889,-0.5920044,1.648437
0.07043921,-0.2239614,1.816125,0.01563627,-0.2273148,1.800417,-0.06181478,-0.6128958,1.788485,0.1214302,-0.2078685,1.756055,0.1658025,-0.577984,1.648144
0.06871683,-0.2145879,1.815247,0.01400536,-0.2180601,1.797436,-0.06378455,-0.6175584,1.78474,0.120227,-0.2010237,1.75724,0.1663745,-0.5760355,1.649104
0.06736352,-0.2106351,1.816797,0.01229354,-0.2143931,1.800765,-0.06688157,-0.6183552,1.781508,0.119299,-0.1971388,1.757472,0.1683862,-0.5683059,1.652226
0.06588425,-0.203609,1.817947,0.008328287,-0.2061135,1.806795,-0.07415161,-0.6000287,1.769229,0.1197535,-0.190209,1.7549,0.170704,-0.5619828,1.653902
0.06561063,-0.2019126,1.818028,0.006884395,-0.2041071,1.806504,-0.07718972,-0.5887259,1.759642,0.1205011,-0.1891067,1.75508,0.1725015,-0.5590354,1.656098
0.06582004,-0.2006881,1.817888,0.004314151,-0.2019094,1.804791,-0.0779699,-0.5785702,1.751091,0.1242942,-0.1875952,1.756117,0.1765632,-0.5526128,1.660447
0.06722261,-0.196286,1.817934,0.002129577,-0.1955252,1.802434,-0.07717538,-0.5726968,1.741793,0.129938,-0.1844864,1.758347,0.1801573,-0.5459911,1.664601
0.06864561,-0.1934164,1.817824,0.000178298,-0.1916301,1.80026,-0.07564893,-0.5677189,1.733123,0.136368,-0.1823164,1.760522,0.18167,-0.5436798,1.667708
0.06971748,-0.1909957,1.817919,-0.001806454,-0.1876095,1.797423,-0.0742476,-0.5634602,1.725308,0.1407948,-0.1810274,1.763508,0.1826066,-0.5429299,1.671076
0.07077338,-0.1887743,1.818536,-0.002977375,-0.1839186,1.794621,-0.07221621,-0.5591612,1.716728,0.1447097,-0.1801454,1.768656,0.1828354,-0.5433291,1.6751
0.07153977,-0.1867832,1.819261,-0.003983929,-0.1799581,1.790393,-0.07107498,-0.5569896,1.712401,0.1474565,-0.1795014,1.775541,0.182318,-0.5444654,1.680347
0.07180975,-0.1856098,1.820096,-0.004648314,-0.1778308,1.787553,-0.07105555,-0.5556436,1.710917,0.1482726,-0.1797046,1.781962,0.1808843,-0.5453656,1.688154
0.07091632,-0.184313,1.821466,-0.006278291,-0.1758653,1.785106,-0.07175651,-0.5543739,1.710006,0.1461393,-0.1799962,1.78893,0.1790862,-0.5454781,1.694585
0.06464808,-0.1823534,1.826466,-0.01077505,-0.1736087,1.782164,-0.0751939,-0.5515187,1.709924,0.1357348,-0.181745,1.803097,0.1733604,-0.5459024,1.703485
0.05893207,-0.1823291,1.828871,-0.01507059,-0.172771,1.780964,-0.07851902,-0.552752,1.709892,0.1293023,-0.1835093,1.807138,0.1687883,-0.5478147,1.706208
0.05328409,-0.1832128,1.830393,-0.02044573,-0.1725249,1.778029,-0.08288332,-0.5502275,1.709584,0.1224611,-0.1863237,1.812086,0.1628945,-0.5544651,1.70764
0.04786792,-0.1838349,1.831619,-0.02357131,-0.1724715,1.776572,-0.08617393,-0.5494478,1.708894,0.1151506,-0.1879169,1.815472,0.1588552,-0.5579198,1.707647
0.0403995,-0.1775681,1.833953,-0.0258144,-0.1669582,1.773547,-0.09146693,-0.5542291,1.708114,0.09929463,-0.1796451,1.824775,0.153113,-0.5612792,1.70695
0.0365721,-0.176013,1.834277,-0.02842632,-0.1643552,1.770553,-0.09542486,-0.5509935,1.706466,0.09574421,-0.1793171,1.826517,0.1491992,-0.5633494,1.706001
0.03320778,-0.1747067,1.833897,-0.03024046,-0.1621272,1.767401,-0.09807759,-0.5495301,1.705085,0.09136829,-0.1790109,1.827703,0.1456489,-0.5641347,1.705135
0.03024816,-0.1736954,1.832573,-0.03050045,-0.1603342,1.763512,-0.1014021,-0.546789,1.703905,0.08505719,-0.1787915,1.827748,0.1429761,-0.5640493,1.703869
0.02761293,-0.1729378,1.830312,-0.03047873,-0.1593162,1.760563,-0.1027819,-0.5463517,1.703412,0.08013478,-0.1786211,1.82549,0.1417446,-0.564366,1.702787
0.02500931,-0.1737989,1.826529,-0.0306679,-0.1598777,1.75668,-0.1041893,-0.5462476,1.70244,0.07608817,-0.1800944,1.821406,0.1402304,-0.5659693,1.701199
0.02327938,-0.1742961,1.821784,-0.03082807,-0.1603202,1.751329,-0.1054357,-0.5465697,1.70075,0.07399181,-0.1807463,1.81705,0.138522,-0.5678049,1.699958
0.02284488,-0.1762643,1.813879,-0.03049939,-0.1621166,1.743681,-0.1047419,-0.5494511,1.696882,0.07373022,-0.1829241,1.80871,0.137597,-0.568292,1.698437
0.02443413,-0.1776689,1.806191,-0.02838962,-0.1634637,1.737319,-0.103806,-0.5490977,1.690767,0.07525343,-0.1843755,1.79939,0.1374451,-0.5688156,1.697487
0.02622477,-0.1778661,1.799378,-0.02632152,-0.1634515,1.730862,-0.1025919,-0.5487298,1.68541,0.07700714,-0.1847782,1.792345,0.1377522,-0.5692976,1.696734
0.02941948,-0.178136,1.790381,-0.02257119,-0.1630383,1.720733,-0.09921385,-0.5457395,1.674469,0.0797985,-0.1856172,1.784453,0.1399813,-0.5761256,1.692827
0.03341549,-0.1793626,1.780447,-0.02020016,-0.163723,1.710887,-0.09441813,-0.5425915,1.655504,0.08552337,-0.1873893,1.774394,0.1422169,-0.5783765,1.690005
0.03577583,-0.1792252,1.770581,-0.01940012,-0.1633936,1.700657,-0.0911871,-0.5526069,1.636593,0.0893349,-0.1874053,1.764907,0.1458728,-0.5798972,1.686079
0.03740325,-0.1806886,1.759269,-0.01969679,-0.1647681,1.691146,-0.08764915,-0.5544288,1.611208,0.09315946,-0.188848,1.751627,0.1493509,-0.5737785,1.680263
0.0366288,-0.1810239,1.743399,-0.02212073,-0.1667544,1.680004,-0.095424,-0.5335397,1.545975,0.09406665,-0.1869382,1.730418,0.1536535,-0.5575491,1.661683
0.04256364,-0.1798785,1.728778,-0.02092183,-0.1677493,1.672155,-0.1045489,-0.5235084,1.524936,0.1065911,-0.1825445,1.707616,0.1530311,-0.5513781,1.65388
0.04265023,-0.1780848,1.717341,-0.02464893,-0.1670468,1.661272,-0.1164877,-0.4928552,1.4948,0.1092211,-0.1805214,1.69712,0.1502065,-0.5421024,1.644956
0.03276055,-0.1744826,1.704851,-0.03828685,-0.1639851,1.651591,-0.1292741,-0.4818541,1.482301,0.102297,-0.1766961,1.681433,0.1462235,-0.5332932,1.63617
0.02096771,-0.1714754,1.691288,-0.05236477,-0.161938,1.642648,-0.1487316,-0.4670515,1.469309,0.09326858,-0.1729371,1.662953,0.1420074,-0.5286742,1.62971
0.007708748,-0.169507,1.675266,-0.06697067,-0.1608654,1.631405,-0.1655841,-0.4566117,1.460572,0.08228382,-0.1702603,1.642575,0.1346511,-0.5191206,1.618587
-0.007794165,-0.169376,1.660038,-0.0838365,-0.1615693,1.619484,-0.1815187,-0.4487602,1.453521,0.06869471,-0.1693448,1.624467,0.1273573,-0.5116602,1.606828
-0.02221404,-0.1712499,1.643308,-0.09915873,-0.1647063,1.605349,-0.2011868,-0.4466734,1.444126,0.05581749,-0.1698148,1.605394,0.1166276,-0.5049534,1.591942
-0.03997886,-0.1747067,1.624021,-0.116982,-0.1693753,1.589047,-0.2192314,-0.4467838,1.43238,0.03892585,-0.1717986,1.583189,0.105519,-0.5036368,1.576906
-0.06089711,-0.1799426,1.604806,-0.1374438,-0.1756164,1.572432,-0.2426331,-0.4514004,1.415314,0.018576,-0.1757156,1.561573,0.09009899,-0.5010273,1.556914
-0.08310555,-0.1843366,1.585354,-0.1593831,-0.1805798,1.554138,-0.2664334,-0.454869,1.395948,-0.002767667,-0.1792929,1.541229,0.07579831,-0.5004151,1.536819
-0.1344816,-0.1897884,1.539657,-0.2089951,-0.187411,1.511411,-0.3237177,-0.4538897,1.344417,-0.05327978,-0.1828874,1.492833,0.04000528,-0.4985853,1.495492
-0.1674671,-0.1890201,1.513675,-0.2399185,-0.1872136,1.487906,-0.3515152,-0.4550934,1.321726,-0.08665602,-0.1814313,1.46443,0.01409797,-0.4912858,1.467653
-0.1975182,-0.1877847,1.491453,-0.271261,-0.1861928,1.463323,-0.3738669,-0.4609556,1.305088,-0.1137495,-0.1799905,1.444818,-0.01111702,-0.4879253,1.436023
-0.2381587,-0.1840231,1.461374,-0.3105687,-0.1814826,1.431527,-0.4049421,-0.4636576,1.285065,-0.1534865,-0.1771791,1.416825,-0.04262682,-0.4766625,1.388308
-0.2695405,-0.180812,1.441355,-0.3396753,-0.1782138,1.41158,-0.4237428,-0.4677632,1.277246,-0.1854344,-0.1741201,1.397084,-0.07212306,-0.4816632,1.344106
-0.3078318,-0.1766711,1.415997,-0.3789598,-0.1737148,1.383883,-0.4439882,-0.4739951,1.27006,-0.220587,-0.1704213,1.374372,-0.1052493,-0.4721346,1.29413
-0.3354563,-0.1712207,1.396456,-0.4038814,-0.1688568,1.36517,-0.4612586,-0.4737232,1.264996,-0.249269,-0.1645849,1.354476,-0.1400482,-0.4666582,1.24307
-0.3620475,-0.1660009,1.379077,-0.4322683,-0.1647778,1.345554,-0.4706842,-0.4759513,1.26298,-0.2726813,-0.158547,1.339494,-0.1684656,-0.4825628,1.199557
-0.3899853,-0.1624362,1.360797,-0.4583178,-0.1637073,1.327239,-0.4845066,-0.4815733,1.26208,-0.3007464,-0.1524505,1.32184,-0.2080404,-0.4696785,1.156288
-0.418292,-0.17078,1.333195,-0.4933025,-0.1721782,1.29418,-0.4905089,-0.4944498,1.260296,-0.321447,-0.1600582,1.299723,-0.2585039,-0.4521593,1.114885
-0.4485245,-0.1614901,1.315239,-0.518266,-0.1623013,1.283213,-0.531689,-0.4784731,1.250274,-0.3544895,-0.1522836,1.27486,-0.3105361,-0.4292946,1.078455
-0.474603,-0.1566074,1.298417,-0.5488056,-0.156865,1.266918,-0.5827667,-0.4695701,1.247106,-0.3745255,-0.1479095,1.259136,-0.3644998,-0.4088882,1.034479
-0.4793355,-0.1561228,1.280097,-0.5566249,-0.1578689,1.247145,-0.5828237,-0.4716889,1.227974,-0.3757735,-0.1459043,1.241881,-0.4249797,-0.3807375,0.9933138
-0.515412,-0.168148,1.245904,-0.59443,-0.1706142,1.209116,-0.6242163,-0.4806614,1.211889,-0.4057001,-0.1557644,1.214368,-0.4802822,-0.3756582,0.9590701
-0.5241277,-0.1748568,1.229382,-0.6027694,-0.1770538,1.193214,-0.4788812,-0.511986,1.270615,-0.4155286,-0.1629879,1.19576,-0.5296081,-0.3646133,0.9418479
-0.5372248,-0.1807047,1.190773,-0.6191898,-0.1846901,1.147079,-0.4767962,-0.475981,1.065915,-0.4243034,-0.1665515,1.165382,-0.5710925,-0.3615489,0.927453
-0.5659421,-0.1738635,1.172547,-0.6361924,-0.1770783,1.140296,-0.4918767,-0.4701945,1.078246,-0.4661872,-0.1620002,1.132094,-0.6314254,-0.4097136,0.8705823
-0.6119027,-0.1798896,1.110118,-0.6860887,-0.175013,1.070167,-0.5718592,-0.4663436,1.189265,-0.5011227,-0.1753295,1.0805,-0.6890527,-0.3967352,0.8125111
-0.5747892,-0.2010342,1.097672,-0.6409523,-0.2118629,1.055394,-0.5785761,-0.4743041,1.18669,-0.4768162,-0.1799791,1.073926,-0.7040381,-0.3607404,0.8067053
-0.5749121,-0.2014053,1.097015,-0.6444373,-0.2116542,1.054458,-0.5689475,-0.4648622,1.196436,-0.471769,-0.1815848,1.071368,-0.7227437,-0.316537,0.7976822
-0.6147126,-0.2066047,1.080995,-0.6997593,-0.1993881,1.038591,-0.5818231,-0.435659,1.190724,-0.4950403,-0.1976207,1.05834,-0.7540581,-0.3002755,0.7785746
-0.5938554,-0.2459049,1.013609,-0.6476947,-0.2410905,0.9763058,-0.5751088,-0.4787958,1.138679,-0.5021555,-0.2351697,0.9868993,-0.7557376,-0.345961,0.7066197
-0.5309812,-0.4030569,0.9564284,-0.5702041,-0.3909484,0.9217018,-0.5212206,-0.7262166,1.022069,-0.4570321,-0.3889567,0.9289853,-0.6182569,-0.6470266,0.6914956
-0.4411556,-0.4066318,0.8658662,-0.4283091,-0.3882369,0.8226897,-0.4767329,-0.6531052,1.01889,-0.4223169,-0.3958082,0.8468183,-0.6253806,-0.6771128,0.7266532
-0.1223576,0.01301483,0.1721762,0,0,0,0,0,0,-0.1481206,0.01575516,0.2084286,-0.3856256,0.02152174,0.432012
